id,n,L
966,966,15
968,968,15
970,970,15
972,972,12
974,974,12
976,976,15
978,978,12
980,980,15
982,982,15
984,984,12
986,986,12
988,988,15
990,990,15
992,992,12
994,994,15
996,996,15
998,998,15
1000,1000,15
1002,1002,15
1004,1004,15
1006,1006,12
1008,1008,12
1010,1010,12
1012,1012,12
1014,1014,15
1016,1016,12
1018,1018,15
1020,1020,12
1022,1022,12
1024,1024,15
1026,1026,12
1028,1028,15
1030,1030,15
1032,1032,15
1034,1034,12
1036,1036,15
1038,1038,15
1040,1040,15
1042,1042,15
1044,1044,15
1046,1046,12
1048,1048,15
1050,1050,12
1052,1052,15
1054,1054,15
1056,1056,15
1058,1058,15
1060,1060,15
1062,1062,12
1064,1064,15
1066,1066,15
1068,1068,12
1070,1070,15
1072,1072,15
1074,1074,15
1076,1076,15
1078,1078,15
1080,1080,15
1082,1082,15
1084,1084,15
1086,1086,15
1088,1088,15
1090,1090,12
1092,1092,15
1094,1094,15
1096,1096,12
1098,1098,15
1100,1100,15
1102,1102,15
1104,1104,15
1106,1106,15
1108,1108,15
1110,1110,12
1112,1112,12
1114,1114,15
1116,1116,12
1118,1118,15
1120,1120,12
1122,1122,15
1124,1124,15
1126,1126,15
1128,1128,12
1130,1130,15
1132,1132,15
1134,1134,15
1136,1136,15
1138,1138,15
1140,1140,15
1142,1142,15
1144,1144,12
1146,1146,15
1148,1148,15
1150,1150,15
1152,1152,15
1154,1154,15
1156,1156,12
1158,1158,15
1160,1160,15
1162,1162,15
1164,1164,12
1166,1166,12
1168,1168,15
1170,1170,12
1172,1172,15
1174,1174,15
1176,1176,15
1178,1178,15
1180,1180,15
1182,1182,15
1184,1184,15
1186,1186,12
1188,1188,15
1190,1190,15
1192,1192,15
1194,1194,15
1196,1196,15
1198,1198,15
1200,1200,15
